MJD mag magerr band
58657.14567008 13.942 0.047 WISE_W1
58657.27644583 13.222 0.072 WISE_W2
58657.27644583 13.802 0.043 WISE_W1
58657.75717590004 18.27848233068962 0.02656335207639549 ZTF_r
58657.75717590004 18.31089973449707 0.09821300208568573 ZTF_r
58659.673125000205 18.406067787201827 0.051236465149805496 ZTF_i
58660.69068290014 18.30940055847168 0.06778699904680252 ZTF_g
58660.69068290014 18.250810672565493 0.02024712987777757 ZTF_g
58660.71611109981 18.309999465942383 0.05688000097870827 ZTF_r
58660.71611109981 18.22359879094627 0.021709131404900116 ZTF_r
58663.676388899796 18.37756393576816 0.05746003734733176 ZTF_i
58663.69476850005 18.327800750732422 0.07448399811983109 ZTF_r
